matchId,date,patch,durationMin,champion,position,win,kills,deaths,assists,kda,cs,csPerMin,goldPerMin,dmgPerMin,teamDmgPct,killParticipation,visionPerMin,controlWards,soloKills,timeDeadSec,deadPct,laneMinions10,laneGoldExpAdv,earlyLaneAdv,maxCsAdvOpp,visionAdvOpp,goldDiff10,csDiff10,xpDiff10,goldDiff14,csDiff14,xpDiff14,firstTowerKilledTime,turretPlates,doubleKills,tripleKills,quadraKills,pentaKills,surrenderEnd,earlySurrender
NA1_5246019381,1741758025,15.5,39.2,Ashe,BOTTOM,1,6,8,11,2.12,260,6.62,399.0,733.7,17.1,43.6,0.87,1,1,286,12.1,60,0,0,38,-0.07,551,9,687,304,-4,187,1032.0,1,0,0,0,0,0,0
NA1_5246038724,1741760733,15.5,27.1,Caitlyn,BOTTOM,0,6,4,5,2.75,216,7.96,431.3,637.1,27.9,57.9,0.5,0,1,73,4.5,67,0,0,26,-0.02,-95,11,-112,-1310,7,-815,0,0,1,0,0,0,0,0
NA1_5247596427,1742009524,15.5,32.4,Caitlyn,BOTTOM,0,11,4,7,4.5,267,8.24,508.8,1046.2,29.6,69.2,0.53,1,3,142,7.3,67,0,1,90.8,-0.26,1405,7,244,2522,28,906,0,4,0,0,0,0,0,0
NA1_5247627939,1742011855,15.5,37.3,Caitlyn,BOTTOM,1,16,8,15,3.88,249,6.68,506.6,1194.3,26.4,58.5,0.61,1,3,282,12.6,65,1,1,52,-0.21,1891,11,489,3382,39,1496,776.0,5,1,0,0,0,0,0
NA1_5247658739,1742014419,15.5,34.8,Caitlyn,BOTTOM,0,4,8,4,1,259,7.44,414.4,663.6,19.4,33.3,0.44,0,1,245,11.7,70,0,0,73.6,-0.43,444,35,375,377,31,109,929.0,1,0,0,0,0,0,0
NA1_5247684786,1742016818,15.5,27.6,Caitlyn,BOTTOM,0,10,4,3,3.25,212,7.68,454.4,1008.2,32.9,72.2,0.3,0,0,67,4.0,58,1,1,42.4,-0.41,1547,10,782,2591,18,1451,0,4,1,0,0,0,0,0
NA1_5247704129,1742018911,15.5,27.5,Varus,BOTTOM,1,16,5,12,5.6,167,6.07,513.9,1549.6,28.7,62.2,0.57,0,0,171,10.4,54,0,0,9,0.95,-56,-11,-100,937,-15,185,0,3,4,1,1,0,0,0
NA1_5247722741,1742020917,15.5,27.4,Varus,BOTTOM,0,12,7,2,2,194,7.08,479.1,1186.8,37.8,60.9,0.52,0,1,210,12.8,59,0,0,41,-0.5,130,5,536,219,-7,521,0,0,2,1,0,0,0,0
NA1_5249505577,1742273381,15.5,32.9,Jhin,BOTTOM,0,7,7,6,1.86,244,7.41,459.0,797.0,21.1,43.3,0.61,2,0,199,10.1,62,0,0,11,0.04,18,1,-166,1653,6,482,0,1,1,0,0,0,1,0
NA1_5249527518,1742275740,15.5,25.5,Caitlyn,BOTTOM,1,8,3,5,4.33,184,7.21,460.2,745.5,19.8,40.6,0.43,0,2,61,4.0,61,0,0,19,0.07,37,-14,-176,-631,-27,-230,747.0,1,1,0,0,0,0,0
NA1_5249546218,1742278028,15.5,33.5,Corki,BOTTOM,0,7,8,4,1.38,228,6.8,396.9,806.3,33.8,52.4,0.72,2,0,210,10.4,54,0,0,58.4,-0.23,583,-3,137,614,10,455,904.0,1,1,0,0,0,0,0
NA1_5249562672,1742280643,15.5,46.4,Caitlyn,BOTTOM,0,5,14,7,0.86,253,5.45,320.4,549.8,11.7,25.0,0.78,2,1,535,19.2,57,0,0,12,-0.09,-322,3,-137,209,11,152,837.0,3,0,0,0,0,0,0
NA1_5250589883,1742446675,15.6,1.8,Caitlyn,BOTTOM,1,0,0,0,0,0,0.0,293.6,36.6,61.0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5250596757,1742447326,15.6,1.8,Caitlyn,BOTTOM,1,0,0,0,0,0,0.0,286.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5250602182,1742448080,15.6,23.1,Caitlyn,BOTTOM,0,2,6,3,0.83,172,7.45,342.5,594.4,22.8,71.4,0.67,1,0,118,8.5,71,0,0,14,0.46,-319,12,422,-1341,-6,-23,0,1,0,0,0,0,0,0
NA1_5250614570,1742449808,15.6,33.5,Caitlyn,BOTTOM,1,9,2,6,7.5,245,7.31,493.8,951.8,24.1,45.5,0.46,0,0,97,4.8,56,0,0,86,0.56,773,20,234,2161,21,758,832.0,5,1,0,0,0,0,0
NA1_5250632703,1742452195,15.6,34.6,Caitlyn,BOTTOM,0,7,3,6,4.33,275,7.96,451.2,831.3,27.2,48.1,0.44,1,1,51,2.5,61,0,0,14,-0.4,-347,-7,-168,487,1,216,0,2,1,0,0,0,0,0
NA1_5251121786,1742531384,15.6,15.8,Caitlyn,BOTTOM,1,5,3,0,1.67,118,7.45,424.6,683.2,33.3,31.2,0.51,0,1,63,6.6,72,0,0,22,0.0,1382,23,842,1427,21,537,870.0,0,1,0,0,0,1,0
NA1_5251132369,1742532656,15.6,19.0,Caitlyn,BOTTOM,1,10,2,10,10,134,7.07,545.9,774.0,29.6,80.0,0.6,1,0,26,2.3,43,0,0,49.0,0.05,695,13,116,1815,31,302,705.0,6,1,1,0,0,1,0
NA1_5251147188,1742534169,15.6,28.0,Varus,BOTTOM,1,8,2,10,9,241,8.62,455.6,768.1,15.4,36.7,0.62,0,2,64,3.8,60,0,0,70.9,3.97,-538,-8,26,20,-3,460,0,1,1,0,0,0,0,0
NA1_5251166921,1742536240,15.6,28.3,Caitlyn,BOTTOM,1,8,0,8,16,236,8.33,514.4,918.8,30.4,61.5,0.4,0,0,0,0.0,57,0,0,53,-0.54,-400,2,-353,-278,32,804,841.0,2,2,0,0,0,0,0
NA1_5251182043,1742538312,15.6,39.4,Caitlyn,BOTTOM,1,7,1,6,13,369,9.36,489.5,1112.3,29.7,54.2,0.73,2,1,61,2.6,76,0,0,63,0.82,545,18,-133,834,26,71,1042.0,2,1,0,0,0,0,0
NA1_5252365778,1742710542,15.6,31.1,Caitlyn,BOTTOM,1,6,4,10,4,245,7.88,484.6,879.7,25.7,44.4,0.97,0,1,127,6.8,70,1,1,39,-0.03,1346,11,723,1962,18,1193,0,2,1,0,0,0,0,0
NA1_5252383214,1742712796,15.6,28.2,Caitlyn,BOTTOM,0,2,6,3,0.83,218,7.72,379.6,463.3,17.0,29.4,0.63,0,0,132,7.8,53,0,0,4,0.03,-1541,-10,-657,-1147,0,-894,0,2,0,0,0,0,0,0
NA1_5252399891,1742714996,15.6,10.9,Caitlyn,BOTTOM,0,0,4,0,0,64,5.89,288.6,287.2,18.8,0,0.74,0,0,52,8.0,48,0,0,2,0.53,-1356,-15,-630,,,,0,0,0,0,0,0,1,0
NA1_5252802353,1742778748,15.6,24.8,Caitlyn,BOTTOM,1,9,2,3,6,201,8.11,510.0,634.4,22.8,42.9,0.54,0,1,38,2.6,55,0,0,68,-0.42,269,7,-48,1237,22,521,872.0,1,2,0,0,0,1,0
NA1_5253024254,1742800427,15.6,29.6,Caitlyn,BOTTOM,1,16,4,8,6,187,6.31,502.7,1398.8,29.3,54.5,0.46,1,0,101,5.7,67,0,0,2,-0.25,56,-13,-176,474,-16,242,957.0,1,2,1,1,1,0,0
NA1_5253518129,1742878311,15.6,28.6,Caitlyn,BOTTOM,1,9,1,2,11,244,8.52,527.2,855.7,28.1,42.3,0.91,2,3,45,2.6,68,1,0,68,1.06,1630,28,757,2200,43,1400,846.0,1,0,0,0,0,0,0
NA1_5253538921,1742880396,15.6,40.8,Caitlyn,BOTTOM,1,12,7,7,2.71,320,7.84,498.4,1058.6,27.2,51.4,0.47,1,1,275,11.2,56,0,0,15,-0.24,5,11,248,994,18,466,0,2,2,0,0,0,0,0
NA1_5253561696,1742883554,15.6,14.8,Lux,MIDDLE,1,2,2,1,1.5,116,7.81,363.4,388.6,16.0,16.7,0.43,0,1,26,2.9,72,0,0,3,0.18,-547,-15,-255,-2,-11,421,866.0,1,0,0,0,0,1,0
NA1_5254087356,1742967147,15.6,32.6,Caitlyn,BOTTOM,1,8,7,4,1.71,228,6.98,436.1,770.6,22.3,34.3,0.82,0,2,127,6.5,51,0,0,8,1.07,-1697,-8,-902,-2745,-31,-1327,0,1,1,1,0,0,0,0
NA1_5254108339,1742969879,15.6,24.8,Nautilus,UTILITY,0,3,6,11,2.33,20,0.81,268.5,263.2,7.9,50.0,1.86,1,1,148,9.9,13,0,1,6,0.51,266,2,162,390,-1,340,938.0,1,0,0,0,0,1,0
NA1_5254122553,1742972331,15.6,26.4,Caitlyn,BOTTOM,0,1,6,5,1,183,6.92,406.3,486.5,15.0,31.6,0.47,1,1,178,11.2,73,0,0,16.6,-0.27,-436,-2,99,109,13,354,862.0,1,0,0,0,0,1,0
NA1_5254820682,1743107489,15.6,35.8,Caitlyn,BOTTOM,1,15,5,16,6.2,253,7.07,545.7,1353.2,30.8,51.7,0.85,3,0,167,7.8,55,1,0,65.5,0.63,341,15,200,2105,29,1312,696.0,5,2,1,0,0,0,0
NA1_5254839255,1743110081,15.6,26.2,Varus,BOTTOM,0,3,9,6,1,163,6.22,351.1,497.3,20.2,56.2,0.65,1,1,258,16.4,56,0,0,4,0.07,-741,-2,-645,-1806,-22,-615,0,0,0,0,0,0,0,0
NA1_5254853284,1743112279,15.6,24.9,Caitlyn,BOTTOM,1,5,3,2,2.33,196,7.88,438.7,766.1,25.2,30.4,0.38,1,2,88,5.9,60,0,0,36,0.83,447,-1,35,802,-2,-267,963.0,1,0,0,0,0,1,0
NA1_5254885137,1743116261,15.6,22.2,Caitlyn,BOTTOM,1,5,1,4,9,201,9.05,480.2,559.1,20.2,33.3,0.82,1,0,25,1.9,79,1,1,45,0.56,1232,22,883,2282,26,1531,838.0,1,0,0,0,0,1,0
NA1_5255043609,1743131787,15.6,40.0,Caitlyn,BOTTOM,1,11,11,13,2.18,257,6.42,457.6,1455.8,19.3,40.0,0.76,1,0,412,17.2,63,0,0,61.6,0.12,-575,19,598,-162,14,-260,0,3,1,1,0,0,0,0
NA1_5256579956,1743370179,15.6,38.6,Caitlyn,BOTTOM,0,14,9,2,1.78,279,7.22,489.9,1205.2,28.1,57.1,0.76,1,3,294,12.7,66,0,0,25,-0.26,-309,-5,-178,-258,4,-14,0,1,1,0,0,0,0,0
NA1_5256602513,1743372811,15.6,23.8,Caitlyn,BOTTOM,1,12,4,2,3.5,185,7.77,517.0,1053.9,27.9,45.2,0.59,0,1,109,7.6,70,1,0,72,0.32,853,20,-124,2498,45,1006,864.0,3,1,0,0,0,1,0
NA1_5256628703,1743375608,15.6,17.9,Caitlyn,BOTTOM,0,1,6,1,0.33,108,6.03,301.6,251.4,11.1,20.0,0.36,0,0,109,10.1,50,0,0,3,0.85,-2363,-22,-675,-4900,-38,-1112,0,0,0,0,0,0,0,0
NA1_5256645111,1743377036,15.6,28.7,Caitlyn,BOTTOM,1,9,4,6,3.75,210,7.33,541.7,823.6,22.2,45.5,0.68,0,1,101,5.9,63,0,0,29,-0.24,-95,12,526,-42,9,140,856.0,1,0,0,0,0,0,0
NA1_5256787302,1743389596,15.6,32.1,Caitlyn,BOTTOM,1,6,6,7,2.17,249,7.75,446.3,571.0,17.5,41.9,1.12,1,0,133,6.9,59,0,0,8,0.15,117,0,709,-72,-4,-188,857.0,0,0,0,0,0,0,0
NA1_5256864455,1743396981,15.6,2.7,Tristana,MIDDLE,1,0,0,0,0,12,4.39,307.0,120.7,17.5,0,0.5,0,0,0,0.0,12,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5256870320,1743397416,15.6,31.1,Caitlyn,BOTTOM,1,7,4,13,5,230,7.39,480.6,932.4,23.2,51.3,1.07,0,2,136,7.3,65,0,0,25,0.54,478,0,296,1240,5,934,934.0,2,1,0,0,0,0,0
NA1_5256893578,1743400163,15.6,16.7,Caitlyn,BOTTOM,1,5,0,3,8,157,9.41,493.4,495.0,16.0,42.1,0.6,1,0,0,0.0,68,1,0,71,0.2,1201,27,1076,1810,48,1728,862.0,1,1,0,0,0,1,0
NA1_5256922078,1743404292,15.6,40.9,Caitlyn,BOTTOM,1,24,12,9,2.75,256,6.26,575.1,1717.5,34.9,57.9,0.88,2,2,451,18.4,66,0,0,111.2,0.94,679,24,118,1367,37,613,0,2,3,0,0,0,0,0
NA1_5257378358,1743481714,15.6,31.2,Caitlyn,BOTTOM,0,4,6,3,1.17,223,7.14,426.9,868.5,23.9,33.3,0.58,1,1,184,9.8,57,0,0,38,-0.24,355,0,314,41,22,523,768.0,1,0,0,0,0,0,0
NA1_5257397718,1743483899,15.6,28.0,Caitlyn,BOTTOM,1,6,3,7,4.33,201,7.19,445.7,724.1,15.9,35.1,0.42,2,0,107,6.4,58,0,0,21,-0.07,-638,-10,110,191,-5,370,0,2,0,0,0,0,0,0
NA1_5257420692,1743486765,15.6,35.1,Caitlyn,BOTTOM,0,12,10,11,2.3,230,6.55,480.6,1119.1,26.3,50.0,0.5,0,3,250,11.9,41,0,0,2,-0.06,-1289,-23,-1359,-903,-24,-1301,0,0,2,0,0,0,0,0
NA1_5257875716,1743567679,15.6,20.4,Caitlyn,BOTTOM,0,0,5,3,0.6,157,7.7,345.8,520.1,24.6,33.3,0.47,0,0,95,7.8,62,0,0,31,-0.49,-722,21,-321,-189,24,158,0,3,0,0,0,0,1,0
NA1_5257894322,1743569338,15.6,29.4,Caitlyn,BOTTOM,0,2,5,0,0.4,266,9.04,404.3,637.4,26.5,18.2,0.46,1,0,143,8.1,71,0,0,46.7,-0.04,198,8,175,65,3,-289,0,1,0,0,0,0,0,0
NA1_5257912466,1743571509,15.6,43.3,Caitlyn,BOTTOM,0,6,10,7,1.3,349,8.06,462.6,1173.7,23.8,36.1,0.52,0,1,251,9.7,65,0,0,82.4,-0.47,-657,3,-234,-1230,-9,-817,0,2,0,0,0,0,0,0
NA1_5259437485,1743749026,15.7,33.9,Caitlyn,BOTTOM,0,7,5,7,2.8,269,7.94,455.8,1119.1,34.4,51.9,1.14,0,0,131,6.4,66,0,0,7,1.2,3,-3,-468,274,-3,-538,922.0,0,0,0,0,0,1,0
NA1_5260218068,1743838085,15.7,32.5,Caitlyn,BOTTOM,1,10,3,7,5.67,252,7.74,513.9,999.8,24.0,48.6,0.38,2,4,130,6.7,62,0,0,38,-0.39,553,12,-129,924,16,326,0,3,1,0,0,0,0,0
NA1_5260234644,1743840647,15.7,31.3,Caitlyn,BOTTOM,0,9,9,2,1.22,196,6.26,458.6,808.5,21.7,36.7,0.47,1,2,260,13.8,62,0,0,32,-0.36,-176,6,257,219,12,229,768.0,2,2,0,0,0,1,0
NA1_5260994870,1743919128,15.7,29.1,Jhin,BOTTOM,0,6,5,4,2,206,7.08,396.7,614.5,19.2,50.0,0.41,0,1,181,10.4,52,0,0,7,-0.62,481,-2,430,62,-5,133,0,1,1,0,0,0,0,0
NA1_5261018317,1743921246,15.7,43.6,Annie,MIDDLE,0,4,10,13,1.7,196,4.49,310.4,915.6,19.0,40.5,0.78,0,1,386,14.7,56,0,0,8,0.28,-884,-4,185,-1399,-2,57,744.0,1,0,0,0,0,0,0
NA1_5261050001,1743924309,15.7,25.2,Caitlyn,BOTTOM,0,1,3,1,0.67,199,7.9,336.1,485.7,28.2,33.3,0.53,0,0,84,5.6,53,0,0,3,-0.35,-832,-4,-275,-513,-3,-290,0,0,0,0,0,0,1,0
NA1_5264623443,1744352935,15.7,30.1,Caitlyn,BOTTOM,0,9,5,3,2.4,251,8.34,468.6,889.6,31.2,44.4,0.28,0,2,142,7.9,62,0,0,47,-0.33,867,6,-586,1102,6,-236,0,1,0,0,0,0,0,0
NA1_5265346328,1744442188,15.7,31.5,Kayle,TOP,0,3,10,4,0.7,226,7.18,378.9,695.2,17.6,38.9,0.66,0,0,236,12.5,51,0,0,13.0,0.08,-1013,-14,-860,-1718,-6,-1405,0,1,0,0,0,0,0,0
NA1_5265363283,1744444668,15.7,24.4,Jhin,BOTTOM,1,12,6,7,3.17,154,6.31,459.2,1101.2,23.5,51.4,0.59,1,1,159,10.9,65,0,0,24,0.44,481,6,92,378,9,339,850.0,1,2,0,0,0,1,0
NA1_5265648200,1744492147,15.7,27.6,Caitlyn,BOTTOM,1,11,2,6,8.5,214,7.74,567.8,967.4,22.0,43.6,0.62,3,4,68,4.1,72,0,0,45,0.03,818,9,-208,2346,22,590,744.0,7,1,1,0,0,0,0
NA1_5265667266,1744494193,15.7,32.2,Tristana,BOTTOM,0,7,10,6,1.3,255,7.92,439.3,831.9,22.4,46.4,0.44,0,0,310,16.0,69,0,0,46.2,0.14,14,22,-261,317,22,-449,864.0,3,1,0,0,0,1,0
NA1_5265694194,1744496598,15.7,36.2,Caitlyn,BOTTOM,1,11,9,6,1.89,262,7.24,499.8,965.8,22.9,45.9,0.71,1,0,275,12.7,71,0,0,45,0.08,311,23,527,-204,31,450,849.0,0,2,0,0,0,0,0
NA1_5266020144,1744522464,15.7,28.7,Caitlyn,BOTTOM,1,15,9,4,2.11,166,5.79,532.8,1112.4,29.2,47.5,0.83,1,5,196,11.4,37,0,0,1,0.45,108,-28,5,756,-26,139,932.0,1,2,0,0,0,0,0
NA1_5266044643,1744524837,15.7,33.5,Caitlyn,BOTTOM,1,7,3,4,3.67,267,7.98,466.3,828.7,18.6,36.7,0.97,1,1,110,5.5,82,0,0,84.5,0.15,818,35,429,1352,53,625,789.0,4,1,0,0,0,1,0
NA1_5266067589,1744527209,15.7,29.1,Caitlyn,BOTTOM,1,8,5,11,3.8,204,7.02,474.2,1095.0,32.1,50.0,0.53,0,0,162,9.3,61,0,0,10,0.07,668,-2,231,970,1,316,806.0,2,1,0,0,0,0,0
NA1_5266088797,1744529395,15.7,32.9,Caitlyn,BOTTOM,1,5,8,5,1.25,207,6.3,405.7,631.7,17.8,28.6,0.57,1,1,326,16.5,55,0,0,25,-0.19,-233,-7,410,480,-4,987,979.0,1,1,0,0,0,0,0
NA1_5266656155,1744599496,15.7,38.9,Caitlyn,BOTTOM,1,12,9,7,2.11,241,6.2,484.5,993.3,26.4,50.0,0.31,0,2,281,12.1,61,0,0,12.2,-0.13,559,9,-182,998,13,-282,846.0,2,1,1,0,0,0,0
NA1_5266780278,1744609693,15.7,30.5,Sivir,BOTTOM,0,6,11,10,1.45,216,7.09,397.2,775.7,22.6,51.6,0.39,0,1,287,15.7,58,0,0,38,-0.29,74,4,275,-83,5,265,0,3,0,0,0,0,0,0
NA1_5266800805,1744611904,15.7,32.6,Caitlyn,BOTTOM,1,11,6,6,2.83,247,7.58,487.5,1011.6,25.7,47.2,0.44,0,1,215,11.0,74,0,0,40.4,-0.22,179,5,353,36,14,627,0,1,3,0,0,0,0,0
NA1_5266816669,1744614423,15.7,32.1,Ashe,BOTTOM,1,7,7,9,2.29,212,6.59,393.3,758.1,16.9,40.0,0.71,1,0,179,9.3,54,0,0,9,0.33,-299,-14,-68,-254,-20,-116,0,1,0,0,0,0,0,0
NA1_5266833454,1744617049,15.7,39.6,Caitlyn,BOTTOM,1,12,6,4,2.67,289,7.3,523.6,1419.8,36.2,57.1,0.64,0,0,249,10.5,68,0,0,7,0.13,372,-1,818,187,-9,-247,0,3,0,0,0,0,0,0
NA1_5267423423,1744693648,15.7,24.0,Caitlyn,BOTTOM,0,0,7,0,0,161,6.72,338.2,292.5,15.3,0,0.7,1,0,166,11.5,66,0,0,8,0.09,-479,1,230,-999,-17,128,976.0,0,0,0,0,0,1,0
NA1_5267445063,1744695521,15.7,33.1,Caitlyn,BOTTOM,1,9,5,1,2,280,8.45,522.6,857.8,24.6,43.5,0.51,1,2,149,7.5,70,0,0,18,-0.48,456,11,393,-98,6,-58,0,1,1,1,0,0,0,0
NA1_5267471222,1744698551,15.7,26.9,Sivir,BOTTOM,0,4,6,9,2.17,232,8.61,431.1,754.1,24.2,52.0,0.75,0,1,169,10.5,65,1,0,45.2,0.51,375,14,458,1113,27,1385,0,3,1,0,0,0,0,0
NA1_5268055905,1744777696,15.7,41.6,Caitlyn,BOTTOM,1,14,5,8,4.4,335,8.06,548.5,1606.1,31.8,43.1,0.8,2,4,171,6.9,52,0,0,68.0,0.84,90,6,22,883,15,602,0,2,1,0,0,0,0,0
NA1_5268092317,1744781021,15.7,28.6,Caitlyn,BOTTOM,1,7,4,6,3.25,197,6.88,447.0,1046.4,25.1,46.4,0.63,1,0,137,8.0,72,0,0,21,0.4,122,8,395,-610,-7,-551,766.0,2,1,1,0,0,0,0
NA1_5268813145,1744872513,15.8,34.3,Caitlyn,BOTTOM,0,5,8,4,1.12,247,7.2,436.5,770.1,17.7,30.0,0.39,1,1,372,18.1,62,0,0,8,-0.22,39,-1,798,100,-11,1326,710.0,2,1,0,0,0,0,0
NA1_5268829040,1744874979,15.8,28.3,Caitlyn,BOTTOM,0,8,4,6,3.5,197,6.97,444.6,822.7,24.5,53.8,1.2,3,1,126,7.4,62,0,0,7,0.38,1064,1,127,2583,2,367,807.0,5,1,1,0,0,0,0
NA1_5270465482,1745090902,15.8,28.2,Caitlyn,BOTTOM,0,3,3,2,1.67,239,8.48,422.0,748.1,45.3,83.3,0.66,2,1,116,6.9,66,0,0,3,0.16,-258,-8,6,-237,-12,-149,0,0,0,0,0,0,0,0
NA1_5270484734,1745093025,15.8,31.1,Caitlyn,BOTTOM,1,6,6,6,2,194,6.23,449.4,760.9,18.0,36.4,0.77,1,1,178,9.5,59,0,0,17,0.63,-444,-19,670,-292,-10,1230,848.0,2,0,0,0,0,1,0
NA1_5271649391,1745215207,15.8,27.1,Caitlyn,BOTTOM,1,12,4,8,5,202,7.44,569.8,891.4,22.1,50.0,0.65,0,1,135,8.3,55,0,0,17,-0.04,207,-4,346,208,-7,150,810.0,3,2,1,0,0,0,0
NA1_5271676798,1745218126,15.8,30.6,Caitlyn,BOTTOM,1,8,2,7,7.5,263,8.61,504.9,651.8,16.6,36.6,0.58,1,0,59,3.2,63,0,0,20,0.46,1788,20,434,2243,21,827,749.0,4,2,0,0,0,1,0
NA1_5271688190,1745220312,15.8,37.0,Caitlyn,BOTTOM,1,12,7,15,3.86,270,7.3,527.8,1254.4,26.9,58.7,0.57,0,0,304,13.7,80,0,0,32.0,0.1,923,20,-722,1455,27,-226,814.0,5,1,1,1,0,0,0
NA1_5272164675,1745288946,15.8,42.5,Caitlyn,BOTTOM,1,25,8,7,4,287,6.75,596.5,1690.3,38.4,72.7,0.83,2,5,263,10.3,55,0,0,10,1.34,-406,-4,-416,-1349,-20,-1017,0,0,4,1,0,0,0,0
NA1_5272207690,1745291962,15.8,26.2,Caitlyn,BOTTOM,1,6,0,5,11,205,7.83,449.9,770.4,23.0,36.7,0.49,0,0,0,0.0,70,0,0,11,-0.29,-306,-8,591,380,-6,1259,804.0,1,0,0,0,0,1,0
NA1_5272236379,1745293925,15.8,25.5,Caitlyn,BOTTOM,1,12,5,10,4.4,216,8.46,585.0,1389.8,37.9,59.5,0.71,1,3,82,5.4,62,1,0,63.5,0.5,1337,20,79,2773,35,1060,721.0,5,0,0,0,0,0,0
NA1_5272262060,1745295771,15.8,30.2,Caitlyn,BOTTOM,0,4,10,7,1.1,178,5.89,359.6,634.3,20.1,45.8,0.43,0,0,234,12.9,47,0,0,2,-0.23,-1099,-12,-741,-1299,-8,-743,0,1,1,0,0,0,0,0
NA1_5274922366,1745652275,15.8,32.6,Caitlyn,BOTTOM,0,7,8,4,1.38,221,6.78,436.5,965.5,28.3,42.3,0.64,0,1,244,12.5,72,0,0,27,-0.07,213,19,543,605,10,-14,869.0,4,0,0,0,0,0,0
NA1_5274941826,1745654964,15.8,23.9,Sivir,BOTTOM,1,5,3,10,5,162,6.78,405.0,626.9,16.4,50.0,0.63,0,0,86,6.0,47,0,0,1,0.31,-742,-13,-1364,-1068,-19,-1606,922.0,0,1,0,0,0,0,0
NA1_5274951870,1745656879,15.8,37.4,Varus,BOTTOM,1,11,8,8,2.38,278,7.44,464.4,953.4,28.7,65.5,0.89,2,0,290,12.9,61,0,1,13,3.58,790,6,693,240,4,163,0,0,0,0,0,0,0,0
NA1_5275224843,1745703123,15.8,40.8,Caitlyn,BOTTOM,0,15,9,6,2.33,290,7.1,503.5,1275.6,34.1,61.8,0.7,1,0,317,12.9,73,0,0,80.4,-0.04,998,28,72,1339,31,-307,0,3,1,0,0,0,0,0
NA1_5275248513,1745705869,15.8,26.9,Caitlyn,BOTTOM,0,6,8,4,1.25,193,7.17,458.8,684.2,20.7,55.6,0.43,0,1,229,14.2,65,0,0,4,-0.52,-853,-1,-456,-1027,-10,-250,770.0,2,1,0,0,0,0,0
NA1_5275268491,1745707945,15.8,35.1,Caitlyn,BOTTOM,0,9,10,4,1.3,254,7.23,453.7,1268.8,38.5,52.0,0.48,0,1,323,15.3,63,0,0,50,-0.17,-333,-2,278,162,6,72,0,1,1,0,0,0,1,0
NA1_5275586027,1745733949,15.8,34.6,Caitlyn,BOTTOM,0,13,4,5,4.5,218,6.3,493.4,1163.7,32.1,62.1,0.83,0,2,88,4.2,49,0,0,1,0.21,-1297,-21,-158,-1260,-19,320,0,3,2,1,1,1,0,0
NA1_5275627895,1745738416,15.8,20.2,Caitlyn,BOTTOM,0,2,6,3,0.83,131,6.49,358.3,432.1,14.6,38.5,0.5,0,0,95,7.8,45,0,0,9,-0.26,549,-11,360,169,-17,-112,615.0,0,0,0,0,0,1,0
NA1_5292124236,1747886925,15.10,29.3,Caitlyn,BOTTOM,1,4,7,8,1.71,170,5.8,380.5,705.5,19.0,30.0,0.33,0,0,211,12.0,54,0,0,22,-0.36,-1242,1,419,-1625,14,1262,0,0,0,0,0,0,0,0
NA1_5292940267,1748007618,15.10,8.5,Caitlyn,BOTTOM,0,1,0,2,3,64,7.51,385.2,397.5,31.4,75.0,0.32,0,0,0,0.0,49,0,0,0,0,,,,,,,0,0,0,0,0,0,1,0
NA1_5292942417,1748008490,15.10,29.0,Caitlyn,BOTTOM,1,10,1,9,19,243,8.37,549.7,961.8,26.0,61.3,0.75,1,1,41,2.4,48,0,0,22.2,0.33,500,-6,261,901,3,638,0,1,2,0,0,0,0,0
NA1_5292952267,1748010925,15.10,23.8,Caitlyn,BOTTOM,1,10,0,1,11,169,7.1,519.7,845.6,29.1,44.0,0.45,1,0,0,0.0,54,0,0,37,-0.2,987,26,658,1071,23,563,895.0,1,1,0,0,0,0,0
NA1_5292961113,1748012787,15.10,1.8,Caitlyn,BOTTOM,0,0,0,0,0,0,0.0,290.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5293010894,1748021516,15.10,1.7,Ashe,BOTTOM,0,0,0,0,0,0,0.0,294.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5293736176,1748112284,15.10,2.4,Caitlyn,,0,0,0,0,0,0,0.0,246.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5298548490,1748734518,15.11,15.4,Caitlyn,BOTTOM,1,7,0,3,10,130,8.45,575.1,685.0,22.8,45.5,0.69,1,1,0,0.0,69,0,0,24,0.31,1033,1,62,3466,23,811,805.0,4,0,0,0,0,1,0
NA1_5298560515,1748735724,15.11,34.9,Caitlyn,BOTTOM,1,16,6,9,4.17,254,7.27,548.5,1221.9,29.4,61.0,0.6,0,1,215,10.3,59,0,0,22,0.3,-18,-3,10,-257,-7,-273,894.0,1,3,0,0,0,0,0
NA1_5298654263,1748743936,15.11,30.6,Caitlyn,BOTTOM,1,10,2,4,7,269,8.79,567.6,991.6,32.4,46.7,0.91,1,2,94,5.1,69,1,0,104,0.75,817,19,555,3017,44,1586,807.0,5,0,0,0,0,1,0
