matchId,date,patch,durationMin,champion,position,win,kills,deaths,assists,kda,cs,csPerMin,goldPerMin,dmgPerMin,teamDmgPct,killParticipation,visionPerMin,controlWards,soloKills,timeDeadSec,deadPct,laneMinions10,laneGoldExpAdv,earlyLaneAdv,maxCsAdvOpp,visionAdvOpp,goldDiff10,csDiff10,xpDiff10,goldDiff14,csDiff14,xpDiff14,firstTowerKilledTime,turretPlates,doubleKills,tripleKills,quadraKills,pentaKills,surrenderEnd,earlySurrender
NA1_5456523304,1767657874,15.24,25.6,Caitlyn,BOTTOM,1,6,2,4,5,215,8.39,565.5,695.5,16.7,30.3,0.76,0,0,74,4.8,76,1,1,63.7,0.79,1700,30,810,3456,46,1414,709.0,6,0,0,0,0,0,0
NA1_5456553082,1767660006,15.24,45.1,Caitlyn,BOTTOM,1,12,9,5,1.89,327,7.25,503.5,1448.5,27.9,43.6,0.89,0,4,267,9.9,58,0,0,11,0.98,-424,-6,143,399,-14,338,927.0,1,1,0,0,0,0,0
NA1_5456753792,1767671453,15.24,21.5,Brand,MIDDLE,1,2,2,6,4,144,6.69,337.7,539.0,12.6,15.4,0.51,0,1,35,2.7,67,0,0,3,-0.36,-125,-11,-115,120,-9,228,822.0,0,0,0,0,0,0,0
NA1_5457299200,1767742603,15.24,17.7,Caitlyn,BOTTOM,0,3,3,2,1.67,133,7.53,404.9,527.5,32.0,71.4,0.61,0,1,57,5.4,66,1,0,23,0.01,828,7,852,1178,13,1161,862.0,2,0,0,0,0,1,0
NA1_5457332742,1767745164,15.24,27.9,Caitlyn,BOTTOM,0,0,5,0,0,209,7.49,344.8,380.8,16.2,0,0.44,0,0,138,8.2,51,0,0,5,2.38,-134,-17,-420,-46,-19,-738,0,2,0,0,0,0,0,0
NA1_5457614752,1767762027,15.24,26.7,Caitlyn,BOTTOM,1,6,6,7,2.17,180,6.73,473.7,820.5,18.7,39.4,0.45,1,0,141,8.8,60,0,0,37,-0.18,1078,25,-38,1588,27,48,772.0,1,0,0,0,0,0,0
NA1_5458025578,1767823888,15.24,30.7,MissFortune,BOTTOM,0,5,6,6,1.83,207,6.75,398.3,580.9,19.3,37.9,0.53,0,1,259,14.1,63,0,0,56,-0.28,685,13,158,1289,23,482,0,1,0,0,0,0,0,0
NA1_5458049455,1767826171,15.24,33.6,MissFortune,BOTTOM,1,3,8,8,1.38,234,6.96,385.4,731.7,16.2,35.5,0.43,0,0,248,12.3,59,0,0,7,-0.12,-483,-14,-262,-1095,-26,-665,0,0,0,0,0,0,0,0
NA1_5458133932,1767832920,15.24,36.5,MissFortune,BOTTOM,1,18,5,7,5,286,7.84,534.6,1036.3,23.5,47.2,0.77,0,5,216,9.9,80,1,0,81,0.7,1554,30,584,2109,43,2077,0,3,1,0,0,0,0,0
NA1_5458219195,1767838382,15.24,47.5,MissFortune,BOTTOM,1,17,6,20,6.17,369,7.77,535.6,1317.0,26.5,56.9,0.51,0,1,294,10.3,71,0,1,88,0.31,1151,20,1462,1427,17,763,784.0,6,1,0,0,0,0,0
NA1_5458274692,1767841603,15.24,32.3,MissFortune,BOTTOM,1,7,8,6,1.62,213,6.6,386.2,740.9,21.0,46.4,0.67,0,0,267,13.8,56,0,0,8,-0.34,-105,3,499,-820,-8,-489,0,2,0,0,0,0,0,0
NA1_5458780652,1767904299,16.1,30.1,Caitlyn,BOTTOM,0,2,7,6,1.14,240,7.97,426.0,530.9,21.6,53.3,0.95,0,1,161,8.9,72,0,0,30,0.06,-315,20,42,-1046,25,-269,0,3,0,0,0,0,0,0
NA1_5458805543,1767906503,16.1,15.5,MissFortune,BOTTOM,0,2,5,3,1,102,6.57,357.2,826.0,32.5,62.5,0.59,0,0,84,9.0,62,0,0,5,-0.1,-472,8,313,-1590,5,-883,0,2,0,0,0,0,1,0
NA1_5458817503,1767907685,16.1,23.9,Caitlyn,BOTTOM,1,15,4,9,6,197,8.26,683.7,986.9,28.7,58.5,0.75,0,2,90,6.3,73,0,0,54.8,0.88,846,17,210,1667,6,146,801.0,22,2,0,0,0,0,0
NA1_5459785623,1767997412,16.1,34.7,MissFortune,BOTTOM,0,6,11,11,1.55,276,7.96,447.6,1313.3,33.0,53.1,0.83,0,1,311,15.0,67,0,0,52.2,-0.04,-388,4,541,989,12,1119,0,13,0,0,0,0,0,0
NA1_5459816574,1767999786,16.1,32.9,MissFortune,BOTTOM,1,6,9,12,2,238,7.25,443.8,963.3,23.7,40.9,0.67,0,0,311,15.8,64,0,1,12,0.02,492,9,941,-826,-1,43,789.0,5,0,0,0,0,0,0
NA1_5459961656,1768009224,16.1,35.2,Sivir,BOTTOM,1,14,6,15,4.83,286,8.12,548.2,1430.2,28.4,56.9,0.88,0,1,250,11.8,65,0,0,75.0,0.27,-19,-10,234,402,-5,1071,740.0,3,2,0,0,0,0,0
NA1_5460012959,1768011858,16.1,41.0,Jinx,BOTTOM,1,18,7,14,4.57,386,9.42,573.6,1543.3,32.9,66.7,0.98,0,0,260,10.6,61,0,0,46.2,-0.12,371,7,82,798,14,751,0,18,3,1,1,0,0,0
NA1_5460857267,1768088200,16.1,28.8,Jinx,BOTTOM,0,5,8,10,1.88,219,7.6,438.9,638.9,17.3,50.0,0.87,0,0,196,11.3,61,0,0,6,0.24,-1442,-8,-430,-1185,-4,493,0,5,0,0,0,0,1,0
NA1_5460889003,1768090233,16.1,28.5,Jinx,BOTTOM,1,13,4,6,4.75,272,9.54,591.7,1406.0,32.8,48.7,0.84,0,1,125,7.3,71,1,0,28,0.27,728,12,564,1624,19,1034,852.0,15,4,1,0,0,0,0
NA1_5461217273,1768107850,16.1,27.4,Jinx,BOTTOM,0,2,7,2,0.57,213,7.76,374.7,440.6,18.2,40.0,0.81,0,0,200,12.1,72,0,0,15.0,-0.17,-756,-15,-478,-1005,-8,-243,672.0,8,0,0,0,0,0,0
NA1_5461258666,1768109931,16.1,27.1,Brand,MIDDLE,0,6,9,1,0.78,213,7.87,400.8,1097.7,40.1,58.3,0.69,1,2,257,15.8,81,0,0,4,0.1,-561,-7,-523,360,-2,37,0,3,0,0,0,0,0,0
NA1_5461294731,1768111796,16.1,32.4,Jinx,BOTTOM,1,6,5,11,3.4,261,8.06,490.1,1093.6,22.8,37.8,0.66,0,0,185,9.5,70,0,0,34.0,0.42,-337,8,-229,-599,11,-375,700.0,20,1,1,0,0,0,0
NA1_5461403142,1768118568,16.1,28.0,Sivir,BOTTOM,1,13,1,11,24,306,10.92,579.3,1392.7,27.0,55.8,0.97,0,0,48,2.9,73,1,0,117.4,0.84,1042,7,392,1935,24,1173,969.0,20,3,0,0,0,0,0
NA1_5461424262,1768120554,16.1,26.8,Lux,MIDDLE,1,3,1,5,8,246,9.18,429.5,714.5,16.5,21.1,0.78,1,1,44,2.7,97,0,0,36,0.3,471,10,309,557,10,495,992.0,15,0,0,0,0,0,0
NA1_5461893125,1768174340,16.1,20.8,Sivir,BOTTOM,1,14,1,7,21,175,8.41,618.3,1193.1,28.6,55.3,0.72,0,1,38,3.0,60,1,0,51,2.44,1242,12,764,1375,33,1057,641.0,19,3,0,0,0,0,0
NA1_5461919965,1768175807,16.1,38.2,Sivir,BOTTOM,1,13,10,14,2.7,341,8.93,549.4,1052.1,20.9,49.1,1.29,0,0,353,15.4,62,0,0,48,0.76,816,17,276,966,22,-15,886.0,11,1,0,0,0,0,0
NA1_5461963905,1768178396,16.1,22.5,Jinx,BOTTOM,1,6,3,7,4.33,214,9.53,517.4,690.0,18.7,40.6,0.69,0,0,80,5.9,75,0,0,50,0.11,-1,12,470,152,16,184,612.0,10,2,0,0,0,0,0
NA1_5461998013,1768180326,16.1,19.9,Malphite,TOP,0,0,7,0,0,89,4.48,243.1,603.7,24.7,0,0.58,0,0,193,16.2,62,0,0,3,-0.38,-571,0,396,-1157,-12,-330,0,2,0,0,0,0,1,0
NA1_5462024711,1768181785,16.1,32.6,Lux,MIDDLE,0,7,10,6,1.3,198,6.07,413.6,595.8,16.7,40.6,0.57,0,0,320,16.4,70,0,0,13,-0.29,357,0,-91,651,5,293,732.0,1,0,0,0,0,0,0
NA1_5462116672,1768186237,16.1,39.2,Sivir,BOTTOM,0,10,9,11,2.33,320,8.16,460.8,1145.0,29.6,61.8,0.48,0,0,296,12.6,56,0,0,15.0,-0.32,-633,3,297,-403,-4,-104,981.0,7,2,0,0,0,0,0
NA1_5462804018,1768261447,16.1,32.7,Jhin,BOTTOM,0,7,5,2,1.8,282,8.63,488.5,717.4,30.3,56.2,0.98,0,1,124,6.3,61,0,0,94,0.13,1306,3,222,2153,9,322,0,3,1,0,0,0,0,0
NA1_5462835081,1768263659,16.1,26.1,Caitlyn,BOTTOM,1,2,7,8,1.43,156,5.98,411.3,619.0,16.7,35.7,0.55,0,0,173,11.1,64,0,0,2,-0.37,-735,-2,-81,-1432,-21,-498,896.0,7,0,0,0,0,0,0
NA1_5462892768,1768266913,16.1,32.8,Caitlyn,BOTTOM,0,8,12,6,1.17,242,7.37,510.7,1017.9,26.0,48.3,0.67,0,1,357,18.1,76,0,0,58.4,-0.38,1256,31,135,1798,50,151,834.0,13,1,0,0,0,0,0
NA1_5462934306,1768269237,16.1,32.2,Caitlyn,BOTTOM,1,5,10,12,1.7,268,8.31,433.4,754.9,18.3,48.6,0.34,0,0,301,15.6,69,0,0,14.0,-0.46,-1036,-5,-845,-1839,-15,-1023,663.0,1,0,0,0,0,0,0
NA1_5462985873,1768271845,16.1,31.4,MissFortune,BOTTOM,1,9,7,7,2.29,247,7.87,497.0,1028.2,23.0,32.0,0.45,0,4,281,14.9,72,1,0,106.0,-0.44,609,28,619,1334,38,1312,0,14,0,0,0,0,0,0
NA1_5463142807,1768279617,16.1,26.4,Caitlyn,BOTTOM,1,9,5,4,2.6,232,8.78,599.9,882.4,24.7,48.1,0.69,0,2,168,10.6,75,1,1,72.6,0.07,380,28,520,3287,52,1292,734.0,15,2,0,0,0,0,0
NA1_5463625280,1768343586,16.1,30.0,Sivir,BOTTOM,0,4,4,14,4.5,257,8.58,451.0,1025.0,19.9,52.9,0.58,0,0,165,9.2,59,0,0,27.0,0.1,-654,20,283,-1162,6,-65,0,8,0,0,0,0,0,0
NA1_5463692549,1768348692,16.1,28.8,Jhin,BOTTOM,0,5,9,10,1.67,196,6.8,458.4,597.6,21.3,71.4,0.8,0,0,239,13.8,52,0,0,27.0,0.26,7,-9,-469,-209,5,-160,0,6,1,0,0,0,1,0
NA1_5463724093,1768350706,16.1,21.0,MissFortune,BOTTOM,1,0,3,9,3,181,8.63,403.7,508.7,15.4,34.6,0.73,0,0,70,5.6,76,0,1,81,0.85,532,32,466,-204,34,126,957.0,10,0,0,0,0,1,0
NA1_5465352225,1768519271,16.1,33.9,MissFortune,BOTTOM,1,9,6,14,3.83,242,7.14,506.6,1209.6,22.5,67.6,0.77,0,0,198,9.7,66,0,0,37.5,-0.09,379,15,532,1218,25,457,797.0,17,1,0,0,0,1,0
NA1_5465382629,1768521681,16.1,22.6,Sivir,BOTTOM,1,4,2,6,5,200,8.83,500.3,502.5,12.6,27.0,0.59,0,0,38,2.8,55,1,0,58,-0.1,282,7,530,1354,18,1217,0,15,0,0,0,0,0,0
NA1_5466073087,1768592596,16.1,35.7,MissFortune,BOTTOM,0,1,9,4,0.56,251,7.03,347.3,605.1,19.4,19.2,0.68,0,0,309,14.4,66,0,0,19,-0.43,-200,-4,-16,-417,4,248,726.0,5,0,0,0,0,0,0
NA1_5466096679,1768595040,16.1,37.8,MissFortune,BOTTOM,1,18,10,17,3.5,266,7.03,588.2,1853.3,36.4,68.6,1.03,0,0,373,16.4,73,0,0,22,-0.05,568,11,-283,1263,22,71,0,20,4,2,0,0,0,0
NA1_5466125480,1768597824,16.1,46.5,MissFortune,BOTTOM,0,10,18,14,1.33,347,7.46,468.0,973.2,20.6,47.1,0.76,0,0,632,22.7,68,0,0,20,-0.22,-407,11,-535,-1532,-10,-1523,821.0,14,1,0,0,0,1,0
NA1_5466166211,1768601228,16.1,21.9,Sivir,BOTTOM,0,4,6,10,2.33,175,7.98,460.6,728.9,21.4,66.7,0.72,0,1,135,10.3,68,0,0,4,0.94,-297,-11,-17,-1518,-24,-231,0,3,0,0,0,0,1,0
NA1_5468689033,1768809001,16.1,29.3,MissFortune,BOTTOM,0,7,13,6,1,206,7.02,412.4,725.9,18.9,46.4,0.5,0,0,268,15.2,42,0,0,3,-0.13,322,-11,-98,-1420,-20,-1083,0,4,2,1,0,0,1,0
NA1_5468707937,1768811007,16.1,27.4,Sivir,BOTTOM,1,3,5,10,2.6,246,8.98,480.5,732.9,18.1,38.2,0.88,0,0,113,6.9,50,0,0,47.8,1.1,-182,-2,-108,42,2,288,853.0,17,0,0,0,0,0,0
NA1_5469866926,1768944866,16.1,36.7,Caitlyn,BOTTOM,0,3,10,3,0.6,282,7.69,428.8,563.9,11.2,18.8,1.17,0,0,302,13.7,70,0,0,24.2,0.58,-394,1,-130,90,5,-121,939.0,4,0,0,0,0,0,0
NA1_5470404304,1768975933,16.1,36.5,Caitlyn,BOTTOM,1,6,14,11,1.21,250,6.86,514.7,1186.3,23.0,43.6,0.74,0,0,474,21.7,56,0,0,2,-0.26,-33,-5,-24,654,-9,43,787.0,14,1,0,0,0,0,0
NA1_5470437527,1768978592,16.1,24.1,MissFortune,BOTTOM,0,4,8,1,0.62,206,8.56,440.5,650.5,25.2,31.2,0.52,0,0,196,13.6,67,0,0,8.0,-0.09,-371,5,1,-774,-5,-748,0,2,0,0,0,0,0,0
NA1_5470455330,1768980326,16.1,31.3,Sivir,BOTTOM,0,13,10,7,2,280,8.94,536.4,1520.0,38.6,64.5,0.57,0,4,268,14.3,72,0,1,72.2,0.0,2003,25,1355,1644,37,839,868.0,5,2,0,0,0,0,0
NA1_5470713568,1769026912,16.1,19.3,Caitlyn,BOTTOM,0,1,6,1,0.33,164,8.5,383.1,421.4,20.1,33.3,0.77,0,0,135,11.7,62,0,0,4,-0.07,-955,-13,-764,-1731,-17,-1616,0,4,0,0,0,0,1,0
NA1_5470729775,1769028396,16.1,27.5,Caitlyn,BOTTOM,0,3,8,3,0.75,213,7.74,419.2,736.6,19.6,30.0,0.65,0,0,256,15.5,69,0,0,14,0.2,-192,10,186,-654,0,-189,0,3,0,0,0,0,0,0
NA1_5470749071,1769030477,16.1,29.1,Jinx,BOTTOM,0,2,6,5,1.17,245,8.43,391.0,479.9,14.8,28.0,0.89,0,0,107,6.1,57,0,0,14.0,0.28,-897,-12,-407,-2560,-22,-1110,0,0,0,0,0,0,0,0
NA1_5470773174,1769032559,16.1,33.3,Sivir,BOTTOM,0,5,7,15,2.86,256,7.69,499.4,921.6,21.7,57.1,0.62,0,0,186,9.3,58,0,0,10.3,1.68,-549,-3,-797,-538,-3,-390,886.0,7,0,0,0,0,0,0
NA1_5472916588,1769227958,16.2,28.7,Brand,MIDDLE,0,9,11,3,1.09,187,6.51,448.0,1026.6,32.8,57.1,0.72,0,5,354,20.5,75,1,1,23,-0.28,822,14,837,1684,23,1665,0,2,0,0,0,0,0,0
NA1_5472961153,1769229973,16.2,33.7,Caitlyn,BOTTOM,0,5,6,6,1.83,247,7.33,507.9,1183.5,26.9,52.4,1.14,0,1,176,8.7,68,0,0,6,-0.15,-918,-9,-468,-490,-4,-109,1030.0,7,0,0,0,0,1,0
NA1_5473147859,1769240448,16.2,23.9,Caitlyn,BOTTOM,0,6,5,1,1.4,179,7.48,487.3,858.5,25.3,58.3,0.62,0,1,112,7.8,65,0,0,4,-0.21,298,-15,208,-560,-28,-619,0,4,0,0,0,0,0,0
NA1_5473168089,1769242230,16.2,30.3,Sivir,BOTTOM,0,1,8,2,0.38,251,8.28,397.7,446.1,14.5,13.6,0.79,0,0,237,13.0,67,0,0,4,0.39,-1009,-5,-873,-1690,-13,-1296,0,3,0,0,0,0,0,0
NA1_5473441772,1769282898,16.2,24.7,Caitlyn,BOTTOM,1,2,5,8,2,180,7.28,498.0,587.8,17.3,31.2,0.6,0,0,137,9.2,63,0,0,17,0.04,-1571,0,-227,-1208,-4,-146,887.0,13,0,0,0,0,1,0
NA1_5473468773,1769284855,16.2,36.2,Caitlyn,BOTTOM,1,13,5,9,4.4,280,7.72,629.9,1478.6,34.1,73.3,1.11,0,0,133,6.1,72,0,0,11,1.12,469,-2,-356,718,5,-511,0,12,2,0,0,0,0,0
NA1_5473501508,1769287428,16.2,2.0,Caitlyn,BOTTOM,1,0,0,0,0,11,5.55,408.2,56.2,7.4,0,0,0,0,0,0.0,9,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5473513347,1769288098,16.2,32.9,Caitlyn,BOTTOM,1,10,6,6,2.67,274,8.33,586.0,1043.6,26.1,42.1,0.66,0,0,223,11.3,70,0,0,15,-0.18,-244,-10,75,-952,-1,-668,918.0,19,2,0,0,0,0,0
NA1_5473555192,1769290862,16.2,31.2,Caitlyn,BOTTOM,1,15,6,12,4.5,242,7.76,664.6,1524.9,38.6,73.0,0.68,1,3,153,8.2,53,0,0,65,-0.15,19,2,26,1336,13,17,0,13,3,0,0,0,0,0
NA1_5473608092,1769294201,16.2,35.4,Caitlyn,BOTTOM,1,7,5,6,2.6,282,7.97,507.1,1023.6,22.3,37.1,0.68,0,0,209,9.8,82,0,0,40,0.17,448,9,-67,772,21,5,776.0,6,2,0,0,0,0,0
NA1_5474486270,1769366708,16.2,31.3,Caitlyn,BOTTOM,0,11,7,2,1.86,249,7.96,508.2,1067.9,27.8,35.1,0.89,0,1,194,10.3,76,0,0,15,0.15,1219,7,232,2273,14,355,0,6,0,0,0,0,0,0
NA1_5475578698,1769455103,16.2,36.6,Caitlyn,BOTTOM,0,12,6,12,4,310,8.46,555.4,1613.0,36.6,85.7,0.86,1,0,170,7.7,79,0,0,24.6,-0.11,118,-13,-113,-31,-5,-171,0,10,1,0,0,0,0,0
NA1_5475619634,1769458164,16.2,34.2,Sivir,BOTTOM,1,17,4,14,7.75,306,8.93,671.4,1383.6,34.3,73.8,0.73,1,0,107,5.2,66,1,0,45,0.75,1009,1,756,1644,19,1275,851.0,22,4,1,0,0,0,0
NA1_5475652481,1769460651,16.2,34.4,Caitlyn,BOTTOM,0,0,6,0,0,114,3.31,227.8,115.2,3.0,0,0.44,0,0,119,5.8,62,0,0,7,-0.28,-1517,-15,-767,-3617,-53,-2199,0,0,0,0,0,0,0,0
NA1_5476813872,1769563916,16.2,48.5,Caitlyn,BOTTOM,1,8,7,11,2.71,396,8.16,511.6,934.8,22.4,42.2,1.08,1,0,223,7.7,75,0,0,48,0.2,340,8,137,1253,26,485,0,9,2,0,0,0,0,0
NA1_5476882682,1769567860,16.2,29.4,Ashe,BOTTOM,0,3,8,4,0.88,228,7.75,414.0,711.1,24.1,38.9,0.82,0,0,234,13.3,77,0,0,60,0.07,335,30,566,539,40,460,0,7,0,0,0,0,0,0
NA1_5477145706,1769582878,16.2,15.2,Lux,MIDDLE,0,0,5,1,0.2,98,6.43,290.1,407.8,18.3,14.3,0.6,0,0,106,11.6,64,0,0,5,-0.19,-1243,-3,-970,-2226,-2,-2258,0,2,0,0,0,0,1,0
NA1_5477164106,1769584313,16.2,28.2,Jhin,BOTTOM,0,2,5,3,1,220,7.8,389.5,538.8,18.9,33.3,0.97,0,0,130,7.7,74,0,0,4,0.76,-9,-9,-474,-648,-26,-904,0,3,0,0,0,0,1,0
NA1_5477431314,1769633288,16.2,35.8,Sivir,BOTTOM,0,3,7,13,2.29,297,8.3,479.9,727.9,17.1,51.6,0.86,0,0,223,10.4,62,0,0,63.6,-0.36,73,6,636,91,21,809,866.0,7,1,0,0,0,0,0
NA1_5477457924,1769635721,16.2,32.1,Caitlyn,BOTTOM,0,20,8,4,3,253,7.87,624.8,1529.2,39.6,63.2,0.68,1,3,256,13.3,63,0,1,22,0.11,1910,3,700,3008,3,683,820.0,9,3,1,0,0,0,0
NA1_5478166374,1769707433,16.2,27.9,Caitlyn,BOTTOM,1,5,1,8,13,255,9.16,560.3,863.6,25.1,43.3,0.54,0,0,28,1.7,78,1,0,70.0,-0.09,379,19,604,1178,29,1270,950.0,12,0,0,0,0,0,0
NA1_5478181135,1769709540,16.2,32.9,Tristana,MIDDLE,0,10,9,1,1.22,274,8.33,541.9,912.9,22.8,42.3,0.94,0,3,337,17.1,77,0,0,10,1.11,1098,4,929,-21,-19,-601,744.0,9,0,0,0,0,0,0
NA1_5480884264,1769971260,16.2,30.8,Jinx,BOTTOM,0,6,8,7,1.62,219,7.11,500.8,1012.6,26.8,44.8,0.65,1,1,239,12.9,56,0,0,2,0.04,-388,-12,-98,-1157,-13,200,0,8,0,0,0,0,0,0
NA1_5482020992,1770078440,16.2,33.8,Caitlyn,BOTTOM,0,7,6,4,1.83,277,8.2,479.3,735.8,21.3,42.3,0.71,0,3,268,13.2,78,0,0,45,0.5,1175,17,853,1330,13,902,830.0,13,1,0,0,0,0,0
NA1_5482063994,1770081229,16.2,27.4,Caitlyn,BOTTOM,0,4,6,2,1,261,9.54,464.6,592.5,18.4,24.0,0.73,0,0,176,10.7,71,0,0,16,1.08,-705,-11,-406,-218,-13,-661,0,8,0,0,0,0,1,0
NA1_5482566350,1770137703,16.2,39.4,Caitlyn,BOTTOM,0,4,7,3,1,315,7.99,434.1,780.2,23.0,25.0,0.83,0,1,249,10.5,59,0,0,8,0.12,384,2,-379,-499,-7,-760,748.0,5,1,0,0,0,0,0
NA1_5482583377,1770140456,16.2,34.7,Jinx,BOTTOM,1,14,2,10,12,303,8.72,577.3,1034.2,31.8,77.4,0.61,0,1,14,0.7,53,0,0,36.2,-0.39,-358,-9,18,-527,-7,444,0,14,3,3,1,0,0,0
NA1_5482601191,1770142917,16.2,31.8,Caitlyn,BOTTOM,1,9,5,6,3,252,7.92,524.6,903.1,19.3,34.1,0.64,0,1,223,11.7,61,0,0,1,-0.31,568,-6,-200,763,-11,-178,930.0,7,0,0,0,0,0,0
NA1_5482723801,1770155431,16.2,45.3,Caitlyn,MIDDLE,0,9,14,8,1.21,344,7.6,498.7,956.2,23.4,40.5,1.01,0,0,496,18.3,71,0,0,79.8,0.48,-1042,-16,-1679,-1975,-26,-2965,0,16,1,1,0,0,0,0
NA1_5484289155,1770319814,16.3,40.8,Sivir,BOTTOM,1,11,3,9,6.67,381,9.34,579.5,1553.3,46.2,60.6,1.26,0,0,139,5.7,68,0,0,29.8,1.63,-647,-20,-76,-563,-17,154,0,13,3,1,1,0,0,0
NA1_5485199303,1770412726,16.3,17.1,Brand,MIDDLE,1,2,2,2,2,132,7.73,353.4,477.2,16.3,18.2,0.55,0,1,70,6.8,83,0,0,1,0.6,116,-14,228,-342,-22,-215,738.0,3,0,0,0,0,1,0
NA1_5486319461,1770510659,16.3,36.7,Caitlyn,BOTTOM,1,14,6,7,3.5,312,8.5,614.7,1368.7,29.4,51.2,0.69,0,3,247,11.2,71,0,0,59.0,1.06,1030,11,-376,1393,12,71,927.0,12,3,1,0,0,0,0
NA1_5486374056,1770513983,16.3,24.2,Jinx,BOTTOM,1,2,4,8,2.5,197,8.15,444.7,524.2,13.8,31.2,0.43,0,0,81,5.6,76,0,0,8,0.42,-636,-10,75,-1567,-32,-209,733.0,14,0,0,0,0,0,0
NA1_5486401393,1770515719,16.3,36.8,Sivir,BOTTOM,0,4,6,11,2.5,440,11.97,576.3,1045.6,24.5,55.6,0.49,0,0,166,7.5,71,0,0,207.8,-0.37,-525,-4,-43,-670,2,202,0,4,1,0,0,0,0,0
NA1_5487079289,1770580317,16.3,32.9,MissFortune,BOTTOM,1,11,7,9,2.86,248,7.54,610.5,1190.7,29.3,64.5,0.67,0,0,235,11.9,64,0,0,32,0.17,996,4,41,509,2,-156,0,12,2,0,0,0,0,0
NA1_5487110399,1770582611,16.3,33.9,Sivir,BOTTOM,1,8,4,21,7.25,289,8.53,565.2,1205.7,22.3,67.4,0.54,0,0,127,6.2,56,0,0,10,0.8,-473,-27,-501,-306,-33,258,864.0,14,0,0,0,0,0,0
NA1_5487148789,1770585242,16.3,25.0,Jinx,BOTTOM,0,2,8,1,0.38,219,8.77,405.1,385.4,18.7,33.3,0.58,0,0,163,10.9,73,0,0,7,1.06,-650,-10,-671,216,-1,-60,0,3,1,0,0,0,0,0
NA1_5487259130,1770593317,16.3,26.1,Caitlyn,BOTTOM,0,7,6,6,2.17,211,8.1,527.8,721.5,23.0,54.2,0.53,0,1,212,13.6,75,0,0,52,-0.28,1395,13,402,2032,23,700,0,8,0,0,0,0,0,0
NA1_5487279596,1770595136,16.3,36.8,Caitlyn,BOTTOM,0,4,8,7,1.38,268,7.29,431.1,1066.1,27.0,35.5,0.42,0,0,239,10.8,74,0,0,49.2,-0.24,687,4,56,661,-8,-224,0,12,0,0,0,0,0,0
NA1_5489524898,1770844772,16.3,44.5,Sivir,BOTTOM,0,9,7,14,3.29,368,8.28,539.4,1276.2,22.2,40.4,0.94,0,1,233,8.7,56,0,0,98.6,0.35,-69,-5,412,909,1,869,0,13,2,0,0,0,0,0
NA1_5489553629,1770848170,16.3,25.3,MissFortune,BOTTOM,0,6,8,7,1.62,189,7.48,521.2,812.1,23.3,61.9,0.67,0,1,237,15.6,77,0,0,28,2.41,825,16,352,1073,11,-64,0,4,0,0,0,0,0,0
NA1_5489573519,1770850053,16.3,34.6,Caitlyn,BOTTOM,1,12,2,5,8.5,291,8.42,556.1,789.5,20.3,44.7,0.69,0,1,89,4.3,66,0,0,21,-0.18,1444,-4,25,2112,5,227,854.0,12,1,0,0,0,0,0
NA1_5490016373,1770879110,16.3,17.1,Sivir,BOTTOM,0,1,4,0,0.25,137,7.99,375.3,341.9,20.3,16.7,0.48,0,0,85,8.3,66,0,0,0,-0.0,-1331,-2,-120,-2246,-13,-1551,0,0,0,0,0,0,1,0
NA1_5490033027,1770880501,16.3,26.6,Sivir,BOTTOM,0,3,6,6,1.5,222,8.35,437.9,895.2,19.7,37.5,0.77,0,0,144,9.0,44,0,0,0,-0.05,-1398,-39,122,-2176,-40,-92,0,0,0,0,0,0,0,0
NA1_5490049593,1770882536,16.3,35.7,MissFortune,BOTTOM,1,16,8,17,4.12,264,7.39,632.8,1365.0,23.9,53.2,0.67,1,2,257,12.0,60,0,0,93.8,1.47,590,12,60,187,9,-87,0,15,0,0,0,0,0,0
NA1_5490071955,1770885372,16.3,22.8,Caitlyn,BOTTOM,0,3,4,2,1.25,204,8.94,492.2,726.4,19.1,26.3,0.66,0,0,91,6.6,77,0,1,74,0.26,851,34,543,1298,46,586,0,8,0,0,0,0,0,0
NA1_5495055325,1771440668,16.3,34.4,Jinx,BOTTOM,1,9,7,12,3,246,7.15,512.8,1031.2,26.6,63.6,0.77,0,0,179,8.7,42,0,0,2,-0.43,-630,-4,-524,-851,3,-95,0,7,3,0,0,0,0,0
NA1_5495077172,1771443434,16.3,28.6,Varus,BOTTOM,0,5,6,3,1.33,240,8.38,453.6,661.2,22.6,40.0,0.8,0,2,155,9.0,60,0,0,3.0,1.18,321,-14,-104,328,-11,179,0,10,0,0,0,0,1,0
NA1_5495092540,1771445617,16.3,25.8,Caitlyn,BOTTOM,1,5,4,6,2.75,211,8.18,466.6,824.8,21.4,42.3,0.54,0,0,76,4.9,67,0,0,18,-0.22,-549,-12,-706,-261,-9,-459,1064.0,10,1,1,0,0,0,0
NA1_5495108986,1771447504,16.3,33.6,Caitlyn,BOTTOM,1,13,8,11,3,242,7.21,617.6,1144.9,29.2,70.6,0.61,0,0,287,14.3,65,1,1,55,-0.39,1869,20,594,2469,37,1278,853.0,12,4,2,0,0,0,0
NA1_5495131888,1771450005,16.3,24.8,Caitlyn,BOTTOM,1,15,1,4,19,223,8.99,740.8,1192.1,32.7,61.3,0.57,0,1,16,1.1,72,1,0,72,-0.3,1024,19,859,4418,44,2283,801.0,17,3,0,0,0,1,0
